Date,Last Price,Volume,SMAVG (15)
4/9/2019,187.19,11578209,12785004
4/8/2019,186.5,14725576,12695699
4/5/2019,185.35,18705036,12237180
4/4/2019,181.07,17002464,11713116
4/3/2019,178.32,26819028,11197753
4/2/2019,181.74,8021500,10001031
4/1/2019,180.89,12714767,10043597
3/29/2019,182.45,13850865,10113548
3/28/2019,177.73,7232992,10168439
3/27/2019,177.03,8370972,10785500
3/26/2019,178.08,7897854,10894709
3/25/2019,178.77,7511447,11135731
3/22/2019,176.26,11688442,11619080
3/21/2019,181.5,9754460,11796417
3/20/2019,181.28,15901452,11970813
3/19/2019,182.14,10238626,12026821
3/18/2019,181.83,7847801,12268978
3/15/2019,180.97,10844077,13267911
3/14/2019,180.36,9272010,13623347
3/13/2019,180.7,8868194,13567531
3/12/2019,180.63,8659992,13806645
3/11/2019,180.41,13764041,14094799
3/8/2019,175.03,14674221,13983831
3/7/2019,177.32,16488914,13587022
3/6/2019,184.17,10009110,13065216
3/5/2019,185,11513174,12970902
3/4/2019,187.25,14761686,12687378
3/1/2019,183.88,14348493,12258697
2/28/2019,183.03,12370403,12096206
2/27/2019,184.58,16741572,12022699
2/26/2019,183.54,13870985,11760047
2/25/2019,183.25,22831796,11327342
2/22/2019,176.92,16175610,10523319
2/21/2019,171.66,8434769,10859579
2/20/2019,170.71,12454903,12763776
2/19/2019,170.18,12982304,13156664
2/15/2019,166.15,12099523,12967251
2/14/2019,168.38,8722094,13257919
2/13/2019,169.4,8661819,13409639
2/12/2019,168.71,8594401,13511904
2/11/2019,167.45,7260318,14358609
2/8/2019,167.36,8331463,15182012
2/7/2019,166.96,11911130,15703460
2/6/2019,171.52,11267804,15896771
2/5/2019,171.83,12801793,16145789
2/4/2019,166.7,7380402,16182786
2/1/2019,167.97,10771453,16330053
1/31/2019,168.49,21219504,16560030
1/30/2019,166.82,36997728,16493001
1/29/2019,156.88,18348230,15125662
1/28/2019,158.92,10141096,15051714
1/25/2019,159.21,16459555,15898670
1/24/2019,155.86,10997894,16103450
1/23/2019,152.03,10195792,16484149
1/22/2019,152.15,21294976,16550186
1/18/2019,157.02,19611360,15927539
1/17/2019,155.97,16153189,15383941
1/16/2019,154.84,14810795,15297892
