Date,Last Price,Volume,SMAVG (15)
10/26/2018,145.37,31303340,22896542
10/25/2018,150.95,22105696,22525922
10/24/2018,146.04,27744596,22768186
10/23/2018,154.39,19095032,22459176
10/22/2018,154.78,15424658,23588238
10/19/2018,154.05,19761348,24320440
10/18/2018,154.92,21675084,25287392
10/17/2018,159.42,17592004,25660178
10/16/2018,158.78,19180096,26170860
10/15/2018,153.52,15433521,26733706
10/12/2018,153.74,25293492,26986324
10/11/2018,153.35,35338900,28366410
10/10/2018,151.38,30609970,27272886
10/9/2018,157.9,18844424,26540822
10/8/2018,157.25,24045968,26782210
10/5/2018,157.33,25744048,26579500
10/4/2018,158.85,25739636,26314590
10/3/2018,162.43,23109456,26295532
10/2/2018,159.33,36030976,26360110
10/1/2018,162.44,26407676,25321850
9/28/2018,164.46,34265640,24907852
9/27/2018,168.84,27266856,24243516
9/26/2018,166.95,25252232,25193380
9/25/2018,164.91,27622806,25591680
9/24/2018,165.41,19222776,25737426
9/21/2018,162.93,45994800,25660250
9/20/2018,166.02,18936038,24208366
9/19/2018,163.06,19628996,24191184
9/18/2018,160.3,22465236,23943296
9/17/2018,160.58,21005320,23640410
9/14/2018,162.32,21770404,23215492
9/13/2018,161.36,25453776,22967702
9/12/2018,162,24078118,22397056
9/11/2018,165.94,20457088,22097082
9/10/2018,164.18,20197680,22167810
9/7/2018,163.04,24300600,22480844
9/6/2018,162.53,41514832,22950922
9/5/2018,167.18,31226744,22384616
9/4/2018,171.16,29808972,21576300
8/31/2018,175.73,18065160,20750586
8/30/2018,177.64,24216532,20979602
8/29/2018,175.9,18678300,20680642
8/28/2018,176.26,15910675,20915770
8/27/2018,177.46,17921936,22081630
8/24/2018,174.645,14631556,24201246
8/23/2018,172.9,18053568,24876704
8/22/2018,173.64,16894084,25833130
8/21/2018,172.62,19578514,26976332
8/20/2018,172.5,21518006,28361530
8/17/2018,173.8,24893176,31279048
8/16/2018,174.7,31351784,33624420
8/15/2018,179.53,33020232,42854544
8/14/2018,181.11,19101996,44961112
8/13/2018,180.05,17423264,45585560
8/10/2018,180.26,21500410,45539472
8/9/2018,183.09,19732120,45188880
8/8/2018,185.18,22205230,44630100
8/7/2018,183.81,33398562,44172080
8/6/2018,185.69,49716192,42968832
8/3/2018,177.78,24763434,40392968
8/2/2018,176.37,32399954,39508968
8/1/2018,171.65,34042108,38379284
7/31/2018,172.58,40356472,36971636
7/30/2018,171.06,65280788,35160540
7/27/2018,174.89,60073748,32018450
7/26/2018,176.26,169803664,29329542
7/25/2018,217.5,64618764,19321578
7/24/2018,214.67,28468680,15912961
7/23/2018,210.91,16731969,14945821
7/20/2018,209.94,16241508,14884463
7/19/2018,208.09,11350429,15013192
7/18/2018,209.36,15334907,15505457
7/17/2018,209.99,15349892,15676302
7/16/2018,207.23,11078209,16337985
7/13/2018,207.32,11503401,16760784
7/12/2018,206.92,15454706,17263604
7/11/2018,202.54,12927377,18115352
7/10/2018,203.54,13190067,18586460
7/9/2018,204.74,18149436,18828858
7/6/2018,203.23,19740132,19076292
7/5/2018,198.45,19684192,19035006
7/3/2018,192.73,13489514,18779648
7/2/2018,197.36,13961578,18651194
6/29/2018,194.32,15811602,18582350
6/28/2018,196.23,18172440,18373382
6/27/2018,195.84,18734408,18595432
6/26/2018,199,17897576,18850398
6/25/2018,196.35,25275136,18693514
6/22/2018,201.74,17420188,18271158
6/21/2018,201.5,19045716,18263628
6/20/2018,202,28230932,19046088
6/19/2018,197.49,19993996,18079818
6/18/2018,198.31,16826024,17840148
6/15/2018,195.85,21860932,17449416
6/14/2018,196.81,19120866,16815670
6/13/2018,192.41,15853821,16649486
6/12/2018,192.4,11562704,16441326
6/11/2018,191.54,12928907,16572670
6/8/2018,189.1,12677092,16586106
6/7/2018,188.18,21503172,16730345
6/6/2018,191.34,22558920,16428500
6/5/2018,192.94,15544294,15953201
6/4/2018,193.28,18939796,15960031
6/1/2018,193.99,17307244,16111234
5/31/2018,191.78,30782632,16362178
5/30/2018,187.67,13736866,15862190
5/29/2018,185.74,16398937,15984880
5/25/2018,184.92,10965061,16138097
5/24/2018,185.93,12354742,16585616
5/23/2018,186.9,16628100,17363704
5/22/2018,183.8,12731419,18283462
5/21/2018,184.49,13532864,19169762
5/18/2018,182.68,13130451,19650936
5/17/2018,183.76,14840675,20762550
5/16/2018,183.2,16975496,24943634
5/15/2018,184.32,15429433,26550840
5/14/2018,186.64,15646744,27860872
5/11/2018,186.99,21207848,28356964
5/10/2018,185.53,21071404,28217736
5/9/2018,182.66,23282812,28295306
5/8/2018,178.92,15577211,28141090
5/7/2018,177.97,18697196,28618812
5/4/2018,176.61,17677844,28580294
5/3/2018,174.02,24026072,28734474
5/2/2018,176.07,30424450,29683600
5/1/2018,173.86,26025932,31398280
4/30/2018,172,20750478,33593020
4/27/2018,173.59,29804656,34537336
4/26/2018,174.16,77556936,35326680
4/25/2018,159.69,41083580,32919526
4/24/2018,159.69,35079928,33506326
4/23/2018,165.84,23088102,34003920
4/20/2018,166.28,19119438,34917780
4/19/2018,168.1,22234960,37605436
4/18/2018,166.36,20969568,40125052
4/17/2018,168.66,22743028,44001548
4/16/2018,164.83,18119436,50893120
4/13/2018,164.52,19990560,53259136
4/12/2018,163.87,38262956,56842632
4/11/2018,166.32,56144632,61398356
4/10/2018,165.04,58947040,66312168
4/9/2018,157.93,34915228,68258368
4/6/2018,157.2,41644812,67557584
4/5/2018,159.34,41449608,65824264
4/4/2018,155.1,49885584,64182404
4/3/2018,156.11,42543864,62061196
